latitude,longitude,place_id,street,city,state,zip,phone,
39.9677325,-75.2463608,ChIJSfl5H9XGxokRKmPVbtJIZNw,300 N 63RD ST,PHILADELPHIA,PA,19139,215-476-2094,
40.5386919,-79.9634048,ChIJP8GwmiCNNIgR0zhlQrIpYt8,1701 WILLIAM FLYNN HWY,GLENSHAW,PA,15116,412-492-7902,
40.5296965,-80.010085,ChIJOcTS6lWLNIgRnR0gVtK_y0U,4885 MCKNIGHT RD,PITTSBURGH,PA,15237,412-366-6359,
40.5862108,-80.043101,ChIJabfbcLeLNIgRNzmw7Zedgt4,30 PINE CREEK RD,WEXFORD,PA,15090,412-366-2456,
40.4592785,-79.9266088,ChIJIcyFPXPyNIgRd5Ms623ZeME,5956 CENTRE AVE,PITTSBURGH,PA,15206,412-362-6328,
40.5252742,-79.8417357,ChIJT4AxukSTNIgR5Bh5ghlpCRk,324 HULTON RD,OAKMONT,PA,15139,412-826-8303,
40.3047273,-79.5787069,ChIJz_t9lZXaNIgRPpezCB1oGpk,1000 LINCOLN PL,GREENSBURG,PA,15601,724-850-8191,
40.2856814,-79.3895818,ChIJO4RD8MjSNIgRB9H_a8wUgbE,2801 SHARKYS DR,LATROBE,PA,15650,724-539-8467,
40.3190912,-79.6904383,ChIJkcU-jt7cNIgR1a5HOsLRLrw,827 MAGILL DR,NORTH HUNTINGDON,PA,15642,724-861-7201,
40.4238223,-79.6678516,ChIJT38tvVzBNIgRhGCQ16CnpxA,4667 WILLIAM PENN HWY,MURRYSVILLE,PA,15668,724-325-3478,
40.4848491,-79.8171228,Eiw2MjAxIFNhbHRzYnVyZyBSZCwgUGl0dHNidXJnaCwgUEEgMTUyMzUsIFVTQSIxEi8KFAoSCSk5dL5o6zSIEZI81ICO6UMLELkwKhQKEgmV2OcIZsA0iBGirq0eQno6cA,6201 SALTSBURG RD,PITTSBURGH,PA,15235,412-793-7328,
41.3470266,-75.0460103,ChIJB3-Cr7umxIkRYlaYMIWpHDg,667 ROUTE 739,HAWLEY,PA,18428,570-775-0405,
41.3221975,-74.8041947,ChIJW4bEWRVbw4kR_T3cYigpyh4,100 W HARFORD ST,MILFORD,PA,18337,570-296-6014,
41.4089455,-75.6841712,ChIJT75C0DDfxIkRPrtUxzhYcak,330 S MAIN AVE,SCRANTON,PA,18504,570-341-1429,
41.2339077,-80.4504704,ChIJKR5go4i_M4gRuaHqYL5ktvo,3229 E STATE ST,HERMITAGE,PA,16148,724-342-4603,
41.2324704,-80.4930449,ChIJBSWbT0nAM4gRHVngIoFfOc8,900 E STATE ST,SHARON,PA,16146,724-342-3291,
40.405588,-79.9132131,ChIJE_LCTi_uNIgRsTOoXezVrJ0,133 W 8TH AVE,HOMESTEAD,PA,15120,412-461-9782,
40.4466805,-79.894532,ChIJqZHJ5sLtNIgRTbDn6kQcMlM,7628 PENN AVE,PITTSBURGH,PA,15221,412-247-5601,
40.4592785,-79.9266088,ChIJIcyFPXPyNIgRd5Ms623ZeME,5956 CENTRE AVE,PITTSBURGH,PA,15206,412-362-6328,
40.340649,-79.9662545,ChIJYUFI3V_6NIgRxKIGuekCCH8,4 OLD CLAIRTON RD,PLEASANT HILLS,PA,15236,412-650-7354,
40.3457018,-80.0279047,ChIJv-k605T5NIgRXz8h3_OJHlo,4900 LIBRARY RD,BETHEL PARK,PA,15102,412-854-9801,
40.2579181,-75.0873484,EiQyMzE5IFlvcmsgUmQsIEphbWlzb24sIFBBIDE4OTI5LCBVU0EiMRIvChQKEgnloqn4EqnGiREh5Ppq8z4eNRCPEioUChIJ1QgXRPuuxokRrR8HpxHL5tk,2319 YORK RD,JAMISON,PA,18929,215-343-1488,
40.2284746,-75.1383936,ChIJZ_IUPU-vxokRafIfb9tJR9o,2060 STREET RD,WARRINGTON,PA,18976,215-491-0728,
40.1910663,-75.1037733,ChIJtcMmlFWuxokRGulItk6Xq50,10 YORK RD,WARMINSTER,PA,18974,215-956-2834,
40.2152914,-75.0119176,ChIJTxnE04CsxokRJKIkdqmjK84,996 2ND STREET PIKE,RICHBORO,PA,18954,215-355-4102,
40.2075725,-75.0172351,ChIJoXxDTWKsxokRw5_aKcMPRZQ,690 2ND STREET PIKE,SOUTHAMPTON,PA,18966,215-953-9475,
40.1068164,-75.1231142,ChIJ7TqIqPGwxokRm9L5C0iU_fs,901 OLD YORK RD,JENKINTOWN,PA,19046,215-886-8763,
40.078617,-75.1271233,ChIJb-w5v8uwxokRlhLZwEYEiEY,1 YORKTOWN PLZ,ELKINS PARK,PA,19027,215-481-9562,
40.0755,-75.1597971,ChIJ_wEkyP65xokRGplrCgGer5o,2727 W CHELTENHAM AVE,WYNCOTE,PA,19095,215-886-7399,
40.0501752,-75.0666824,ChIJVzhAY6G2xokRPb5GNmduLFA,7201 CASTOR AVE,PHILADELPHIA,PA,19149,215-554-6750,
40.1043347,-75.2124437,ChIJ_XPHcMi7xokRLLHfYJkq8aI,1456 BETHLEHEM PIKE,FLOURTOWN,PA,19031,215-836-4243,
39.8613208,-75.6819899,ChIJ4bDE4vb4xokR7_uwDzrwGHc,840 E BALTIMORE PIKE,KENNETT SQUARE,PA,19348,610-444-2045,
39.8348887,-75.7931952,ChIJySuX7xxUxokRgFGs0XOT-NY,600 GAP NEWPORT PIKE,AVONDALE,PA,19311,610-268-8110,
40.0942531,-75.3615436,ChIJ_bpeiuiVxokROae-5XrAfQM,119 E DEKALB PIKE,KING OF PRUSSIA,PA,19406,610-962-9627,
40.1478303,-75.3950468,ChIJuT1wyP2WxokRzhm4I4JEUHQ,2803 RIDGE PIKE,NORRISTOWN,PA,19403,484-636-5003,
40.1525781,-75.3476401,ChIJxVBJttCXxokRWeKIDGkzdy8,699 W GERMANTOWN PIKE,NORRISTOWN,PA,19403,610-630-5819,
40.1477301,-75.3076449,ChIJXbvR6Q-9xokRi4zfGpOjBYs,3300 DEKALB PIKE,NORRISTOWN,PA,19401,610-930-0054,
40.0418044,-75.4768107,ChIJiQQVDSuTxokRaiIqTE2gkDM,152 E LANCASTER AVE,PAOLI,PA,19301,610-296-5430,
41.2618643,-75.8963734,ChIJ-YrIKHQaxYkR3iRAs1ouCyk,201 WYOMING AVE,KINGSTON,PA,18704,570-283-8267,
41.3321032,-75.9559854,ChIJHRY1afgWxYkRk5LvJZw8228,2460 MEMORIAL HWY,DALLAS,PA,18612,570-675-4807,
41.3204132,-75.7691302,ChIJn5EAng8fxYkRTpcNyCLoHYU,2100 N TOWNSHIP BLVD,PITTSTON,PA,18640,570-603-0502,
41.4089455,-75.6841712,ChIJT75C0DDfxIkRPrtUxzhYcak,330 S MAIN AVE,SCRANTON,PA,18504,570-341-1429,
40.9888934,-75.2164803,ChIJYdkzt7uJxIkRuiObMmhosOM,1009 N 9TH ST,STROUDSBURG,PA,18360,570-421-5025,
40.0600253,-76.3068281,ChIJmbyj24IkxokRSLHrWHYPxfA,1262 LITITZ PIKE,LANCASTER,PA,17601,717-290-2012,
39.9734789,-76.680388,ChIJnVx3bRuPyIkR_xengbFq0HI,2350 E MARKET ST,YORK,PA,17402,717-840-3846,
39.9353477,-76.6911689,ChIJnfcJOiaJyIkRRUW4CDbx4WI,2101 S QUEEN ST,YORK,PA,17403,717-843-0197,
39.7698318,-75.9879585,ChIJP-uUk1mzx4kRkJLvlnV4Uqk,2235 BALTIMORE PIKE,OXFORD,PA,19363,484-365-1010,
40.3053519,-75.9811889,EisyMjAzIExhbmNhc3RlciBQaWtlLCBSZWFkaW5nLCBQQSAxOTYwNywgVVNBIjESLwoUChIJQaH-KXhxxokRs6UB122o7a4QmxEqFAoSCemKUjeCccaJEUPg5avIFeGp,2203 LANCASTER PIKE,READING,PA,19607,484-709-3369,
40.2478078,-75.2950702,ChIJUbVcTi2ixokRL9VTgIiUcq4,890 W MAIN ST,LANSDALE,PA,19446,215-393-1672,
40.2402931,-75.2434395,ChIJJwQ-oAikxokRgFuyc46K1L4,710 N WALES RD,NORTH WALES,PA,19454,215-412-8709,
40.2453801,-75.3385191,ChIJB1VXVAqixokRqo2vD4rFcAc,1375 FORTY FOOT RD,LANSDALE,PA,19446,215-362-4067,
40.1477301,-75.3076449,ChIJXbvR6Q-9xokRi4zfGpOjBYs,3300 DEKALB PIKE,NORRISTOWN,PA,19401,610-930-0054,
40.1525781,-75.3476401,ChIJxVBJttCXxokRWeKIDGkzdy8,699 W GERMANTOWN PIKE,NORRISTOWN,PA,19403,610-630-5819,
40.2856814,-79.3895818,ChIJO4RD8MjSNIgRB9H_a8wUgbE,2801 SHARKYS DR,LATROBE,PA,15650,724-539-8467,
40.3047273,-79.5787069,ChIJz_t9lZXaNIgRPpezCB1oGpk,1000 LINCOLN PL,GREENSBURG,PA,15601,724-850-8191,
40.3190912,-79.6904383,ChIJkcU-jt7cNIgR1a5HOsLRLrw,827 MAGILL DR,NORTH HUNTINGDON,PA,15642,724-861-7201,
40.4238223,-79.6678516,ChIJT38tvVzBNIgRhGCQ16CnpxA,4667 WILLIAM PENN HWY,MURRYSVILLE,PA,15668,724-325-3478,
40.4848491,-79.8171228,Eiw2MjAxIFNhbHRzYnVyZyBSZCwgUGl0dHNidXJnaCwgUEEgMTUyMzUsIFVTQSIxEi8KFAoSCSk5dL5o6zSIEZI81ICO6UMLELkwKhQKEgmV2OcIZsA0iBGirq0eQno6cA,6201 SALTSBURG RD,PITTSBURGH,PA,15235,412-793-7328,
40.1656591,-74.8408896,ChIJSYlevA9RwYkRf1iJVcRvLZo,8500 NEW FALLS RD,LEVITTOWN,PA,19054,215-943-3694,
40.1647138,-74.8742415,ChIJMRYZh9VTwYkRLESrrjk3m9M,1211 BRISTOL OXFORD VALLEY RD,LEVITTOWN,PA,19057,215-946-6736,
40.1398627,-74.8753793,ChIJ-63_yB9SwYkRNIS7WRcPY44,5200 NEW FALLS RD,LEVITTOWN,PA,19056,215-943-2448,
40.2165038,-75.5010091,ChIJY_ES-paaxokRw2VhsWwJl-E,30 W RIDGE PIKE,LIMERICK,PA,19468,610-454-7295,
40.1284808,-75.5271695,ChIJbZ-E0P-RxokRw6zMgNwqr5o,494 NUTT RD,PHOENIXVILLE,PA,19460,610-933-2798,
40.1478303,-75.3950468,ChIJuT1wyP2WxokRzhm4I4JEUHQ,2803 RIDGE PIKE,NORRISTOWN,PA,19403,484-636-5003,
40.2453801,-75.3385191,ChIJB1VXVAqixokRqo2vD4rFcAc,1375 FORTY FOOT RD,LANSDALE,PA,19446,215-362-4067,
40.1525781,-75.3476401,ChIJxVBJttCXxokRWeKIDGkzdy8,699 W GERMANTOWN PIKE,NORRISTOWN,PA,19403,610-630-5819,
40.2724125,-80.1265891,ChIJW9AssbhVNIgRr9785ZGJPL0,100 E MCMURRAY RD,MCMURRAY,PA,15317,724-949-1583,
40.2622676,-80.1742948,ChIJj2qqYmNUNIgRqZOAXvUE68Y,100 CAVASINA DR,CANONSBURG,PA,15317,724-873-8790,
40.3467085,-80.0541035,ChIJ-3wpyEr4NIgRCioLYnm7RIY,1741 WASHINGTON RD,PITTSBURGH,PA,15241,412-835-3549,
40.3457018,-80.0279047,ChIJv-k605T5NIgRXz8h3_OJHlo,4900 LIBRARY RD,BETHEL PARK,PA,15102,412-854-9801,
40.3780993,-80.0666096,ChIJiVbZyY_3NIgRD8mXA9N_8AE,1000 BOWER HILL RD,PITTSBURGH,PA,15243,412-502-2863,
41.6406138,-80.1476993,ChIJdWbhpXZXMogR-gahwmLx1S8,379 NORTH ST,MEADVILLE,PA,16335,814-337-0582,
42.0973876,-80.0810261,ChIJy30w-muAMogRxDWuGmUi3gM,3727 PEACH ST,ERIE,PA,16508,814-864-0292,
41.2339077,-80.4504704,ChIJKR5go4i_M4gRuaHqYL5ktvo,3229 E STATE ST,HERMITAGE,PA,16148,724-342-4603,
41.2324704,-80.4930449,ChIJBSWbT0nAM4gRHVngIoFfOc8,900 E STATE ST,SHARON,PA,16146,724-342-3291,
42.1453241,-80.0036638,ChIJC1_yNtd9LYgR9EtH39f6xtI,4309 BUFFALO RD,ERIE,PA,16510,814-897-7871,
41.3221975,-74.8041947,ChIJW4bEWRVbw4kR_T3cYigpyh4,100 W HARFORD ST,MILFORD,PA,18337,570-296-6014,
41.3470266,-75.0460103,ChIJB3-Cr7umxIkRYlaYMIWpHDg,667 ROUTE 739,HAWLEY,PA,18428,570-775-0405,
40.5176419,-80.2212779,ChIJASZTtKRdNIgRso1cirv4Wv8,6906 UNIVERSITY BLVD,MOON TOWNSHIP,PA,15108,412-269-2501,
40.4619846,-80.1995366,ChIJe99_GQhcNIgRBEWjDKY75dE,130 ENTERPRISE DR,PITTSBURGH,PA,15275,,
40.4394863,-80.0724629,ChIJb8fMmW32NIgRk-Aa7pBJewA,112 W STEUBEN ST,CRAFTON,PA,15205,412-928-0146,
40.5862108,-80.043101,ChIJabfbcLeLNIgRNzmw7Zedgt4,30 PINE CREEK RD,WEXFORD,PA,15090,412-366-2456,
40.5296965,-80.010085,ChIJOcTS6lWLNIgRnR0gVtK_y0U,4885 MCKNIGHT RD,PITTSBURGH,PA,15237,412-366-6359,
40.4238223,-79.6678516,ChIJT38tvVzBNIgRhGCQ16CnpxA,4667 WILLIAM PENN HWY,MURRYSVILLE,PA,15668,724-325-3478,
40.4848491,-79.8171228,Eiw2MjAxIFNhbHRzYnVyZyBSZCwgUGl0dHNidXJnaCwgUEEgMTUyMzUsIFVTQSIxEi8KFAoSCSk5dL5o6zSIEZI81ICO6UMLELkwKhQKEgmV2OcIZsA0iBGirq0eQno6cA,6201 SALTSBURG RD,PITTSBURGH,PA,15235,412-793-7328,
40.3190912,-79.6904383,ChIJkcU-jt7cNIgR1a5HOsLRLrw,827 MAGILL DR,NORTH HUNTINGDON,PA,15642,724-861-7201,
40.5252742,-79.8417357,ChIJT4AxukSTNIgR5Bh5ghlpCRk,324 HULTON RD,OAKMONT,PA,15139,412-826-8303,
40.4466805,-79.894532,ChIJqZHJ5sLtNIgRTbDn6kQcMlM,7628 PENN AVE,PITTSBURGH,PA,15221,412-247-5601,
41.013516,-80.3504651,ChIJfyviZ2yOM4gRXOT7LAN43eU,1210 WILMINGTON AVE,NEW CASTLE,PA,16105,724-652-0750,
40.7759181,-80.3812577,ChIJXxfyycNzNIgRSrEL-8RyzjA,2646 DARLINGTON RD,BEAVER FALLS,PA,15010,724-891-3512,
40.587843,-79.7474855,ChIJ67e6mwaWNIgR4Np9uybbA2g,2455 LEECHBURG RD,NEW KENSINGTON,PA,15068,724-334-1852,
40.5252742,-79.8417357,ChIJT4AxukSTNIgR5Bh5ghlpCRk,324 HULTON RD,OAKMONT,PA,15139,412-826-8303,
40.4848491,-79.8171228,Eiw2MjAxIFNhbHRzYnVyZyBSZCwgUGl0dHNidXJnaCwgUEEgMTUyMzUsIFVTQSIxEi8KFAoSCSk5dL5o6zSIEZI81ICO6UMLELkwKhQKEgmV2OcIZsA0iBGirq0eQno6cA,6201 SALTSBURG RD,PITTSBURGH,PA,15235,412-793-7328,
40.5386919,-79.9634048,ChIJP8GwmiCNNIgR0zhlQrIpYt8,1701 WILLIAM FLYNN HWY,GLENSHAW,PA,15116,412-492-7902,
40.4466805,-79.894532,ChIJqZHJ5sLtNIgRTbDn6kQcMlM,7628 PENN AVE,PITTSBURGH,PA,15221,412-247-5601,
40.1525781,-75.3476401,ChIJxVBJttCXxokRWeKIDGkzdy8,699 W GERMANTOWN PIKE,NORRISTOWN,PA,19403,610-630-5819,
40.0942531,-75.3615436,ChIJ_bpeiuiVxokROae-5XrAfQM,119 E DEKALB PIKE,KING OF PRUSSIA,PA,19406,610-962-9627,
40.1477301,-75.3076449,ChIJXbvR6Q-9xokRi4zfGpOjBYs,3300 DEKALB PIKE,NORRISTOWN,PA,19401,610-930-0054,
40.1478303,-75.3950468,ChIJuT1wyP2WxokRzhm4I4JEUHQ,2803 RIDGE PIKE,NORRISTOWN,PA,19403,484-636-5003,
40.1043347,-75.2124437,ChIJ_XPHcMi7xokRLLHfYJkq8aI,1456 BETHLEHEM PIKE,FLOURTOWN,PA,19031,215-836-4243,
40.3190912,-79.6904383,ChIJkcU-jt7cNIgR1a5HOsLRLrw,827 MAGILL DR,NORTH HUNTINGDON,PA,15642,724-861-7201,
40.4238223,-79.6678516,ChIJT38tvVzBNIgRhGCQ16CnpxA,4667 WILLIAM PENN HWY,MURRYSVILLE,PA,15668,724-325-3478,
40.3047273,-79.5787069,ChIJz_t9lZXaNIgRPpezCB1oGpk,1000 LINCOLN PL,GREENSBURG,PA,15601,724-850-8191,
40.405588,-79.9132131,ChIJE_LCTi_uNIgRsTOoXezVrJ0,133 W 8TH AVE,HOMESTEAD,PA,15120,412-461-9782,
40.4848491,-79.8171228,Eiw2MjAxIFNhbHRzYnVyZyBSZCwgUGl0dHNidXJnaCwgUEEgMTUyMzUsIFVTQSIxEi8KFAoSCSk5dL5o6zSIEZI81ICO6UMLELkwKhQKEgmV2OcIZsA0iBGirq0eQno6cA,6201 SALTSBURG RD,PITTSBURGH,PA,15235,412-793-7328,
40.2478078,-75.2950702,ChIJUbVcTi2ixokRL9VTgIiUcq4,890 W MAIN ST,LANSDALE,PA,19446,215-393-1672,
40.2402931,-75.2434395,ChIJJwQ-oAikxokRgFuyc46K1L4,710 N WALES RD,NORTH WALES,PA,19454,215-412-8709,
40.2453801,-75.3385191,ChIJB1VXVAqixokRqo2vD4rFcAc,1375 FORTY FOOT RD,LANSDALE,PA,19446,215-362-4067,
40.1477301,-75.3076449,ChIJXbvR6Q-9xokRi4zfGpOjBYs,3300 DEKALB PIKE,NORRISTOWN,PA,19401,610-930-0054,
40.1525781,-75.3476401,ChIJxVBJttCXxokRWeKIDGkzdy8,699 W GERMANTOWN PIKE,NORRISTOWN,PA,19403,610-630-5819,
40.5252742,-79.8417357,ChIJT4AxukSTNIgR5Bh5ghlpCRk,324 HULTON RD,OAKMONT,PA,15139,412-826-8303,
40.4848491,-79.8171228,Eiw2MjAxIFNhbHRzYnVyZyBSZCwgUGl0dHNidXJnaCwgUEEgMTUyMzUsIFVTQSIxEi8KFAoSCSk5dL5o6zSIEZI81ICO6UMLELkwKhQKEgmV2OcIZsA0iBGirq0eQno6cA,6201 SALTSBURG RD,PITTSBURGH,PA,15235,412-793-7328,
40.4466805,-79.894532,ChIJqZHJ5sLtNIgRTbDn6kQcMlM,7628 PENN AVE,PITTSBURGH,PA,15221,412-247-5601,
40.4592785,-79.9266088,ChIJIcyFPXPyNIgRd5Ms623ZeME,5956 CENTRE AVE,PITTSBURGH,PA,15206,412-362-6328,
40.5386919,-79.9634048,ChIJP8GwmiCNNIgR0zhlQrIpYt8,1701 WILLIAM FLYNN HWY,GLENSHAW,PA,15116,412-492-7902,
39.7698318,-75.9879585,ChIJP-uUk1mzx4kRkJLvlnV4Uqk,2235 BALTIMORE PIKE,OXFORD,PA,19363,484-365-1010,
