latitude,longitude,place_id,street,city,state,zip,phone,
39.8348887,-75.7931952,ChIJySuX7xxUxokRgFGs0XOT-NY,600 GAP NEWPORT PIKE,AVONDALE,PA,19311,610-268-8110,
40.6820023,-75.2494556,ChIJM3_WCn1rxIkRk4xCI73X-Qo,2535 WILLIAM PENN HWY,PALMER TOWNSHIP,PA,18045,610-252-3538,
40.7190413,-75.2217895,ChIJy9V9TSJsxIkRXMbsBzXbqLA,1955 SULLIVAN TRL,EASTON,PA,18040,610-258-7439,
40.6562184,-75.3573867,ChIJYTUxn_E_xIkRSg4SEanmcQ4,2979 LINDEN ST,BETHLEHEM,PA,18017,610-807-9045,
40.6410394,-75.3996135,ChIJTyG7IBA_xIkRRW0zam7jrSM,2240 SCHOENERSVILLE RD,BETHLEHEM,PA,18017,610-861-7494,
40.6187643,-75.4342321,ChIJraujU8s-xIkRVGTC6oiXDwI,1319 HANOVER AVE,ALLENTOWN,PA,18109,610-776-5214,
40.0418044,-75.4768107,ChIJiQQVDSuTxokRaiIqTE2gkDM,152 E LANCASTER AVE,PAOLI,PA,19301,610-296-5430,
40.1284808,-75.5271695,ChIJbZ-E0P-RxokRw6zMgNwqr5o,494 NUTT RD,PHOENIXVILLE,PA,19460,610-933-2798,
40.0942531,-75.3615436,ChIJ_bpeiuiVxokROae-5XrAfQM,119 E DEKALB PIKE,KING OF PRUSSIA,PA,19406,610-962-9627,
40.1478303,-75.3950468,ChIJuT1wyP2WxokRzhm4I4JEUHQ,2803 RIDGE PIKE,NORRISTOWN,PA,19403,484-636-5003,
39.9596491,-75.6192187,ChIJL6DM4ErxxokR1zuTYrHWOHI,300 N BRADFORD AVE,WEST CHESTER,PA,19380,610-696-0145,
39.9540975,-75.1673295,ChIJfVmrjTHGxokRsygYzE9cOqo,1617 JOHN F KENNEDY BLVD,PHILADELPHIA,PA,19103,215-561-1316,
39.9573539,-75.1620625,ChIJG_BF7CzGxokRPMYRc7bxdzU,245 N BROAD ST,PHILADELPHIA,PA,19107,215-563-9809,
39.9479508,-75.1617358,ChIJDRrA7CXGxokRth4jIXRIgio,1227 LOCUST ST,PHILADELPHIA,PA,19107,215-772-2772,
39.9477057,-75.1593776,ChIJoQvSESbGxokRdqUdLSL5zX8,1101 LOCUST ST,PHILADELPHIA,PA,19107,215-629-5690,
39.9443038,-75.1721856,ChIJl7iooD7GxokR_myWTdR3VfQ,1800 SOUTH ST,PHILADELPHIA,PA,19146,267-273-7585,
40.1284808,-75.5271695,ChIJbZ-E0P-RxokRw6zMgNwqr5o,494 NUTT RD,PHOENIXVILLE,PA,19460,610-933-2798,
40.2165038,-75.5010091,ChIJY_ES-paaxokRw2VhsWwJl-E,30 W RIDGE PIKE,LIMERICK,PA,19468,610-454-7295,
40.1478303,-75.3950468,ChIJuT1wyP2WxokRzhm4I4JEUHQ,2803 RIDGE PIKE,NORRISTOWN,PA,19403,484-636-5003,
40.0418044,-75.4768107,ChIJiQQVDSuTxokRaiIqTE2gkDM,152 E LANCASTER AVE,PAOLI,PA,19301,610-296-5430,
40.0942531,-75.3615436,ChIJ_bpeiuiVxokROae-5XrAfQM,119 E DEKALB PIKE,KING OF PRUSSIA,PA,19406,610-962-9627,
40.4592785,-79.9266088,ChIJIcyFPXPyNIgRd5Ms623ZeME,5956 CENTRE AVE,PITTSBURGH,PA,15206,412-362-6328,
40.4394863,-80.0724629,ChIJb8fMmW32NIgRk-Aa7pBJewA,112 W STEUBEN ST,CRAFTON,PA,15205,412-928-0146,
40.405588,-79.9132131,ChIJE_LCTi_uNIgRsTOoXezVrJ0,133 W 8TH AVE,HOMESTEAD,PA,15120,412-461-9782,
40.4466805,-79.894532,ChIJqZHJ5sLtNIgRTbDn6kQcMlM,7628 PENN AVE,PITTSBURGH,PA,15221,412-247-5601,
40.3780993,-80.0666096,ChIJiVbZyY_3NIgRD8mXA9N_8AE,1000 BOWER HILL RD,PITTSBURGH,PA,15243,412-502-2863,
41.3204132,-75.7691302,ChIJn5EAng8fxYkRTpcNyCLoHYU,2100 N TOWNSHIP BLVD,PITTSTON,PA,18640,570-603-0502,
41.2618643,-75.8963734,ChIJ-YrIKHQaxYkR3iRAs1ouCyk,201 WYOMING AVE,KINGSTON,PA,18704,570-283-8267,
41.4089455,-75.6841712,ChIJT75C0DDfxIkRPrtUxzhYcak,330 S MAIN AVE,SCRANTON,PA,18504,570-341-1429,
41.3321032,-75.9559854,ChIJHRY1afgWxYkRk5LvJZw8228,2460 MEMORIAL HWY,DALLAS,PA,18612,570-675-4807,
40.9888934,-75.2164803,ChIJYdkzt7uJxIkRuiObMmhosOM,1009 N 9TH ST,STROUDSBURG,PA,18360,570-421-5025,
40.340649,-79.9662545,ChIJYUFI3V_6NIgRxKIGuekCCH8,4 OLD CLAIRTON RD,PLEASANT HILLS,PA,15236,412-650-7354,
40.3457018,-80.0279047,ChIJv-k605T5NIgRXz8h3_OJHlo,4900 LIBRARY RD,BETHEL PARK,PA,15102,412-854-9801,
40.3467085,-80.0541035,ChIJ-3wpyEr4NIgRCioLYnm7RIY,1741 WASHINGTON RD,PITTSBURGH,PA,15241,412-835-3549,
40.405588,-79.9132131,ChIJE_LCTi_uNIgRsTOoXezVrJ0,133 W 8TH AVE,HOMESTEAD,PA,15120,412-461-9782,
40.3780993,-80.0666096,ChIJiVbZyY_3NIgRD8mXA9N_8AE,1000 BOWER HILL RD,PITTSBURGH,PA,15243,412-502-2863,
40.3053519,-75.9811889,EisyMjAzIExhbmNhc3RlciBQaWtlLCBSZWFkaW5nLCBQQSAxOTYwNywgVVNBIjESLwoUChIJQaH-KXhxxokRs6UB122o7a4QmxEqFAoSCemKUjeCccaJEUPg5avIFeGp,2203 LANCASTER PIKE,READING,PA,19607,484-709-3369,
40.5562843,-75.5819869,ChIJ1ys28bYxxIkR7PGIBXEn1iw,6379 HAMILTON BLVD,ALLENTOWN,PA,18106,610-530-0740,
40.2165038,-75.5010091,ChIJY_ES-paaxokRw2VhsWwJl-E,30 W RIDGE PIKE,LIMERICK,PA,19468,610-454-7295,
40.1284808,-75.5271695,ChIJbZ-E0P-RxokRw6zMgNwqr5o,494 NUTT RD,PHOENIXVILLE,PA,19460,610-933-2798,
40.0600253,-76.3068281,ChIJmbyj24IkxokRSLHrWHYPxfA,1262 LITITZ PIKE,LANCASTER,PA,17601,717-290-2012,
40.2152914,-75.0119176,ChIJTxnE04CsxokRJKIkdqmjK84,996 2ND STREET PIKE,RICHBORO,PA,18954,215-355-4102,
40.2075725,-75.0172351,ChIJoXxDTWKsxokRw5_aKcMPRZQ,690 2ND STREET PIKE,SOUTHAMPTON,PA,18966,215-953-9475,
40.1509245,-75.001693,ChIJj2EXzG-txokR5U277Z1HM68,2 E STREET RD,FEASTERVILLE TREVOSE,PA,19053,215-364-4249,
40.2579181,-75.0873484,EiQyMzE5IFlvcmsgUmQsIEphbWlzb24sIFBBIDE4OTI5LCBVU0EiMRIvChQKEgnloqn4EqnGiREh5Ppq8z4eNRCPEioUChIJ1QgXRPuuxokRrR8HpxHL5tk,2319 YORK RD,JAMISON,PA,18929,215-343-1488,
40.1910663,-75.1037733,ChIJtcMmlFWuxokRGulItk6Xq50,10 YORK RD,WARMINSTER,PA,18974,215-956-2834,
40.7001235,-80.2850204,ChIJWeOSgPBvNIgRThDP-4Vx4S4,100 RHODE ISLAND AVE,ROCHESTER,PA,15074,724-774-2105,
40.7759181,-80.3812577,ChIJXxfyycNzNIgRSrEL-8RyzjA,2646 DARLINGTON RD,BEAVER FALLS,PA,15010,724-891-3512,
40.6893058,-80.1024953,EioyMDI2MCBSdGUgMTksIENyYW5iZXJyeSBUd3AsIFBBIDE2MDY2LCBVU0EiMhIwChQKEgnV4YVeqWI0iBGKvyD9tkRj8xCkngEqFAoSCeMNuu56fTSIEaX3U2VmUuRb,20260 ROUTE 19,CRANBERRY TOWNSHIP,PA,16066,724-742-1040,
40.7933931,-80.1358364,ChIJN4etmGZ-NIgRnoKuCLnpOUo,234 S MAIN ST,ZELIENOPLE,PA,16063,724-452-7360,
40.5176419,-80.2212779,ChIJASZTtKRdNIgRso1cirv4Wv8,6906 UNIVERSITY BLVD,MOON TOWNSHIP,PA,15108,412-269-2501,
41.4089455,-75.6841712,ChIJT75C0DDfxIkRPrtUxzhYcak,330 S MAIN AVE,SCRANTON,PA,18504,570-341-1429,
41.3204132,-75.7691302,ChIJn5EAng8fxYkRTpcNyCLoHYU,2100 N TOWNSHIP BLVD,PITTSTON,PA,18640,570-603-0502,
41.2618643,-75.8963734,ChIJ-YrIKHQaxYkR3iRAs1ouCyk,201 WYOMING AVE,KINGSTON,PA,18704,570-283-8267,
41.3321032,-75.9559854,ChIJHRY1afgWxYkRk5LvJZw8228,2460 MEMORIAL HWY,DALLAS,PA,18612,570-675-4807,
41.3470266,-75.0460103,ChIJB3-Cr7umxIkRYlaYMIWpHDg,667 ROUTE 739,HAWLEY,PA,18428,570-775-0405,
41.2324704,-80.4930449,ChIJBSWbT0nAM4gRHVngIoFfOc8,900 E STATE ST,SHARON,PA,16146,724-342-3291,
41.2339077,-80.4504704,ChIJKR5go4i_M4gRuaHqYL5ktvo,3229 E STATE ST,HERMITAGE,PA,16148,724-342-4603,
40.2075725,-75.0172351,ChIJoXxDTWKsxokRw5_aKcMPRZQ,690 2ND STREET PIKE,SOUTHAMPTON,PA,18966,215-953-9475,
40.1509245,-75.001693,ChIJj2EXzG-txokR5U277Z1HM68,2 E STREET RD,FEASTERVILLE TREVOSE,PA,19053,215-364-4249,
40.2152914,-75.0119176,ChIJTxnE04CsxokRJKIkdqmjK84,996 2ND STREET PIKE,RICHBORO,PA,18954,215-355-4102,
40.1910663,-75.1037733,ChIJtcMmlFWuxokRGulItk6Xq50,10 YORK RD,WARMINSTER,PA,18974,215-956-2834,
40.1033548,-75.029079,ChIJwa5S3kyyxokRiZRFRhZgs_o,10000 BUSTLETON AVE,PHILADELPHIA,PA,19116,215-698-1878,
39.9252279,-75.311654,ChIJZfoshDvCxokRsym7FR3K2VU,2 BALTIMORE PIKE,SPRINGFIELD,PA,19064,610-259-7850,
39.9076932,-75.2875523,ChIJwQkcdLHDxokRQHKGwAkFaW4,150 N MACDADE BLVD,GLENOLDEN,PA,19036,610-586-5224,
39.9169714,-75.2640841,ChIJk9jOH-zDxokRHQ1HujmjjRs,52 CHESTER PIKE,DARBY,PA,19023,610-532-1034,
39.9677325,-75.2463608,ChIJSfl5H9XGxokRKmPVbtJIZNw,300 N 63RD ST,PHILADELPHIA,PA,19139,215-476-2094,
39.9871238,-75.2627632,ChIJaczYgcbAxokRy6m7Nn4Boys,100 E LANCASTER AVE,WYNNEWOOD,PA,19096,610-658-8640,
40.9888934,-75.2164803,ChIJYdkzt7uJxIkRuiObMmhosOM,1009 N 9TH ST,STROUDSBURG,PA,18360,570-421-5025,
40.7190413,-75.2217895,ChIJy9V9TSJsxIkRXMbsBzXbqLA,1955 SULLIVAN TRL,EASTON,PA,18040,610-258-7439,
40.6820023,-75.2494556,ChIJM3_WCn1rxIkRk4xCI73X-Qo,2535 WILLIAM PENN HWY,PALMER TOWNSHIP,PA,18045,610-252-3538,
39.9015474,-79.7316624,ChIJQUw-AC8-NYgRJp1LC97HjbA,180 W MAIN ST,UNIONTOWN,PA,15401,724-434-2704,
40.3047273,-79.5787069,ChIJz_t9lZXaNIgRPpezCB1oGpk,1000 LINCOLN PL,GREENSBURG,PA,15601,724-850-8191,
40.3190912,-79.6904383,ChIJkcU-jt7cNIgR1a5HOsLRLrw,827 MAGILL DR,NORTH HUNTINGDON,PA,15642,724-861-7201,
40.1910663,-75.1037733,ChIJtcMmlFWuxokRGulItk6Xq50,10 YORK RD,WARMINSTER,PA,18974,215-956-2834,
40.2284746,-75.1383936,ChIJZ_IUPU-vxokRafIfb9tJR9o,2060 STREET RD,WARRINGTON,PA,18976,215-491-0728,
40.2075725,-75.0172351,ChIJoXxDTWKsxokRw5_aKcMPRZQ,690 2ND STREET PIKE,SOUTHAMPTON,PA,18966,215-953-9475,
40.2579181,-75.0873484,EiQyMzE5IFlvcmsgUmQsIEphbWlzb24sIFBBIDE4OTI5LCBVU0EiMRIvChQKEgnloqn4EqnGiREh5Ppq8z4eNRCPEioUChIJ1QgXRPuuxokRrR8HpxHL5tk,2319 YORK RD,JAMISON,PA,18929,215-343-1488,
40.2152914,-75.0119176,ChIJTxnE04CsxokRJKIkdqmjK84,996 2ND STREET PIKE,RICHBORO,PA,18954,215-355-4102,
40.2284746,-75.1383936,ChIJZ_IUPU-vxokRafIfb9tJR9o,2060 STREET RD,WARRINGTON,PA,18976,215-491-0728,
40.2579181,-75.0873484,EiQyMzE5IFlvcmsgUmQsIEphbWlzb24sIFBBIDE4OTI5LCBVU0EiMRIvChQKEgnloqn4EqnGiREh5Ppq8z4eNRCPEioUChIJ1QgXRPuuxokRrR8HpxHL5tk,2319 YORK RD,JAMISON,PA,18929,215-343-1488,
40.1910663,-75.1037733,ChIJtcMmlFWuxokRGulItk6Xq50,10 YORK RD,WARMINSTER,PA,18974,215-956-2834,
40.2402931,-75.2434395,ChIJJwQ-oAikxokRgFuyc46K1L4,710 N WALES RD,NORTH WALES,PA,19454,215-412-8709,
40.2152914,-75.0119176,ChIJTxnE04CsxokRJKIkdqmjK84,996 2ND STREET PIKE,RICHBORO,PA,18954,215-355-4102,
40.1708894,-80.2524314,ChIJ2YnNEb2tNYgRwv2AHMjG7cM,99 JEFFERSON AVE,WASHINGTON,PA,15301,724-228-3201,
40.2622676,-80.1742948,ChIJj2qqYmNUNIgRqZOAXvUE68Y,100 CAVASINA DR,CANONSBURG,PA,15317,724-873-8790,
40.2724125,-80.1265891,ChIJW9AssbhVNIgRr9785ZGJPL0,100 E MCMURRAY RD,MCMURRAY,PA,15317,724-949-1583,
40.3467085,-80.0541035,ChIJ-3wpyEr4NIgRCioLYnm7RIY,1741 WASHINGTON RD,PITTSBURGH,PA,15241,412-835-3549,
40.3457018,-80.0279047,ChIJv-k605T5NIgRXz8h3_OJHlo,4900 LIBRARY RD,BETHEL PARK,PA,15102,412-854-9801,
39.9596491,-75.6192187,ChIJL6DM4ErxxokR1zuTYrHWOHI,300 N BRADFORD AVE,WEST CHESTER,PA,19380,610-696-0145,
39.9194062,-75.5749289,ChIJ7TTj0ffwxokRWfVf4qj807g,10 E STREET RD,WEST CHESTER,PA,19382,610-399-3920,
39.8975614,-75.4845485,ChIJqxmKAp_vxokRUSuc_ep1-NM,51 BALTIMORE PIKE,GLEN MILLS,PA,19342,610-358-9725,
39.8613208,-75.6819899,ChIJ4bDE4vb4xokR7_uwDzrwGHc,840 E BALTIMORE PIKE,KENNETT SQUARE,PA,19348,610-444-2045,
39.8485304,-75.5385422,ChIJVecZhdf6xokRjYDCTqXrjWo,190 WILMINGTON W CHESTER PIKE,CHADDS FORD,PA,19317,610-459-8552,
40.5862108,-80.043101,ChIJabfbcLeLNIgRNzmw7Zedgt4,30 PINE CREEK RD,WEXFORD,PA,15090,412-366-2456,
40.6893058,-80.1024953,EioyMDI2MCBSdGUgMTksIENyYW5iZXJyeSBUd3AsIFBBIDE2MDY2LCBVU0EiMhIwChQKEgnV4YVeqWI0iBGKvyD9tkRj8xCkngEqFAoSCeMNuu56fTSIEaX3U2VmUuRb,20260 ROUTE 19,CRANBERRY TOWNSHIP,PA,16066,724-742-1040,
40.5296965,-80.010085,ChIJOcTS6lWLNIgRnR0gVtK_y0U,4885 MCKNIGHT RD,PITTSBURGH,PA,15237,412-366-6359,
40.5386919,-79.9634048,ChIJP8GwmiCNNIgR0zhlQrIpYt8,1701 WILLIAM FLYNN HWY,GLENSHAW,PA,15116,412-492-7902,
40.5176419,-80.2212779,ChIJASZTtKRdNIgRso1cirv4Wv8,6906 UNIVERSITY BLVD,MOON TOWNSHIP,PA,15108,412-269-2501,
40.0755,-75.1597971,ChIJ_wEkyP65xokRGplrCgGer5o,2727 W CHELTENHAM AVE,WYNCOTE,PA,19095,215-886-7399,
40.078617,-75.1271233,ChIJb-w5v8uwxokRlhLZwEYEiEY,1 YORKTOWN PLZ,ELKINS PARK,PA,19027,215-481-9562,
40.1068164,-75.1231142,ChIJ7TqIqPGwxokRm9L5C0iU_fs,901 OLD YORK RD,JENKINTOWN,PA,19046,215-886-8763,
40.1043347,-75.2124437,ChIJ_XPHcMi7xokRLLHfYJkq8aI,1456 BETHLEHEM PIKE,FLOURTOWN,PA,19031,215-836-4243,
40.0337088,-75.176563,ChIJ-Vm-yje4xokRQwjQC0YEQHs,112 W CHELTEN AVE.,PHILADELPHIA,PA,19144,215-848-4651,
39.9871238,-75.2627632,ChIJaczYgcbAxokRy6m7Nn4Boys,100 E LANCASTER AVE,WYNNEWOOD,PA,19096,610-658-8640,
39.9677325,-75.2463608,ChIJSfl5H9XGxokRKmPVbtJIZNw,300 N 63RD ST,PHILADELPHIA,PA,19139,215-476-2094,
39.9557465,-75.1940257,ChIJ_RUzIFHGxokREw7c1s4nr7o,3550 MARKET ST,PHILADELPHIA,PA,19104,267-892-3107,
39.9252279,-75.311654,ChIJZfoshDvCxokRsym7FR3K2VU,2 BALTIMORE PIKE,SPRINGFIELD,PA,19064,610-259-7850,
40.0337088,-75.176563,ChIJ-Vm-yje4xokRQwjQC0YEQHs,112 W CHELTEN AVE.,PHILADELPHIA,PA,19144,215-848-4651,
39.9734789,-76.680388,ChIJnVx3bRuPyIkR_xengbFq0HI,2350 E MARKET ST,YORK,PA,17402,717-840-3846,
39.9353477,-76.6911689,ChIJnfcJOiaJyIkRRUW4CDbx4WI,2101 S QUEEN ST,YORK,PA,17403,717-843-0197,
39.9833903,-76.8240724,ChIJ2c9E7MqMyIkRnhlueLBOMTs,3180 CARLISLE RD,DOVER,PA,17315,717-767-5322,
40.0600253,-76.3068281,ChIJmbyj24IkxokRSLHrWHYPxfA,1262 LITITZ PIKE,LANCASTER,PA,17601,717-290-2012,
40.7933931,-80.1358364,ChIJN4etmGZ-NIgRnoKuCLnpOUo,234 S MAIN ST,ZELIENOPLE,PA,16063,724-452-7360,
40.6893058,-80.1024953,EioyMDI2MCBSdGUgMTksIENyYW5iZXJyeSBUd3AsIFBBIDE2MDY2LCBVU0EiMhIwChQKEgnV4YVeqWI0iBGKvyD9tkRj8xCkngEqFAoSCeMNuu56fTSIEaX3U2VmUuRb,20260 ROUTE 19,CRANBERRY TOWNSHIP,PA,16066,724-742-1040,
40.7001235,-80.2850204,ChIJWeOSgPBvNIgRThDP-4Vx4S4,100 RHODE ISLAND AVE,ROCHESTER,PA,15074,724-774-2105,
40.8732892,-79.9394899,ChIJK_g6-iJ9M4gRQ8U4B6laYaE,280 NEW CASTLE RD,BUTLER,PA,16001,724-282-9414,
40.7759181,-80.3812577,ChIJXxfyycNzNIgRSrEL-8RyzjA,2646 DARLINGTON RD,BEAVER FALLS,PA,15010,724-891-3512